date,nav
2008-08-14,46.51767
2008-08-21,46.3324
2008-08-28,47.01791
2008-09-04,47.32361
2008-09-11,46.67978
2008-09-18,42.02014
2008-09-25,41.39947
2008-09-29,41.87192
2008-10-09,37.41608
2008-10-16,36.81858
2008-10-23,32.11262
2008-10-30,30.82959
2008-11-06,33.57628
2008-11-13,33.15478
2008-11-20,29.28719
2008-11-27,30.51463
2008-12-04,30.44515
2008-12-11,31.38542
2008-12-18,32.28399
2008-12-25,31.82544
2008-12-31,32.60822
2009-01-08,33.5068
2009-01-15,32.04314
2009-01-22,29.31961
2009-01-29,29.62531
2009-02-05,26.43397
2009-02-12,26.88326
2009-02-19,26.70261
2009-02-26,27.02221
2009-03-05,26.97589
2009-03-12,27.46687
2009-03-19,28.56925
2009-03-26,30.00976
2009-04-02,30.74622
2009-04-09,33.02972
2009-04-16,33.97462
2009-04-23,34.01167
2009-04-30,34.82225
2009-05-07,36.09601
2009-05-14,36.22107
2009-05-21,35.85515
2009-05-28,35.65135
2009-06-04,38.93533
2009-06-11,38.89828
2009-06-18,39.75054
2009-06-25,35.69767
2009-07-02,37.81905
2009-07-09,35.45681
2009-07-16,36.92511
2009-07-22,37.72642
2009-07-30,39.08355
2009-08-06,40.40363
2009-08-13,40.93629
2009-08-20,40.51942
2009-08-27,42.52965
2009-09-03,42.29805
2009-09-10,42.6686
2009-09-17,43.76635
2009-09-24,44.71125
2009-10-01,44.08132
2009-10-08,43.27074
2009-10-15,44.70662
2009-10-22,44.75294
2009-10-29,43.40507
2009-11-05,41.00114
2009-11-12,42.15447
2009-11-19,39.91728
2009-11-25,40.41289
2009-12-03,39.81538
2009-12-10,38.42583
2009-12-17,40.00529
2009-12-24,39.69032
2009-12-31,38.8288
2010-01-06,40.29246
2010-01-14,41.07061
2010-01-21,42.02014
2010-01-28,41.4319
2010-02-04,42.43701
2010-02-11,42.63618
2010-02-18,42.60376
2010-02-27,42.21931
2010-03-04,42.21468
2010-03-11,42.40459
2010-03-18,41.45043
2010-03-25,42.51575
2010-04-01,43.49307
2010-04-08,44.93821
2010-04-15,45.98501
2010-04-22,45.34581
2010-04-29,45.02621
2010-05-06,43.93773
2010-05-13,42.33048
2010-05-20,39.36146
2010-05-27,38.80564
2010-06-03,39.69959
2010-06-10,38.41656
2010-06-17,39.59769
2010-06-24,39.21324
2010-06-30,37.91169
2010-07-08,37.75421
2010-07-15,38.37024
2010-07-22,38.01823
2010-07-29,39.2364
2010-08-05,39.83391
2010-08-12,39.36609
2010-08-19,39.56989
2010-08-26,39.89876
2010-09-02,40.02845
2010-09-08,40.03771
2010-09-16,40.04234
2010-09-23,41.08451
2010-09-30,40.84828
2010-10-07,41.93214
2010-10-14,41.89972
2010-10-21,41.58938
2010-10-28,40.95945
2010-11-04,41.40874
2010-11-11,41.39021
2010-11-18,41.98309
2010-11-25,42.21468
2010-12-02,41.418
2010-12-09,42.43701
2010-12-16,42.54354
2010-12-23,42.7705
2010-12-30,43.60424
2011-01-06,44.37312
2011-01-13,44.42871
2011-01-20,41.91361
2011-03-24,32.54338
2011-03-31,35.96168
2011-04-07,36.32297
2011-04-14,35.87831
2011-04-21,34.53507
2011-04-28,34.55823
2011-05-05,34.10431
2011-05-12,34.4378
2011-05-19,35.50313
2011-05-26,36.0219
2011-06-02,35.83662
2011-06-09,36.37855
2011-06-16,36.79078
2011-06-23,36.5175
2011-07-03,35.99411
2011-07-07,35.67451
2011-07-14,34.60455
2011-07-21,35.20206
2011-07-28,34.80372
2011-08-04,35.12332
2011-08-11,32.92782
2011-08-18,33.8264
2011-08-25,33.43733
2011-08-29,33.38174
2011-09-08,33.82177
2011-09-15,31.40857
2011-09-22,30.95928
2011-09-29,29.57436
2011-10-05,28.86106
2011-10-13,29.90322
2011-10-20,30.78327
2011-10-27,31.07508
2011-11-03,31.32983
2011-11-10,31.20941
2011-11-17,29.98196
2011-11-24,28.00417
2011-12-01,29.56973
2011-12-08,29.16676
2011-12-15,28.89348
2011-12-22,27.1519
2011-12-29,27.17043
2012-01-05,27.14264
2012-01-12,27.82352
2012-01-19,28.36082
2012-01-26,30.78327
2012-02-02,31.35762
2012-02-09,32.53411
2012-02-16,33.82177
2012-02-23,34.54897
2012-03-01,35.61429
2012-03-08,35.4985
2012-03-15,34.26179
2012-03-22,34.42391
2012-03-29,33.75229
2012-04-05,32.81666
2012-04-12,32.5758
2012-04-19,32.61749
2012-04-26,33.85419
2012-05-03,33.53459
2012-05-10,34.02557
2012-05-17,33.1131
2012-05-24,33.76619
2012-05-31,32.52948
2012-06-07,31.90418
2012-06-14,31.83934
2012-06-21,30.25988
2012-06-28,33.49291
2012-07-05,34.5675
2012-07-12,33.74766
2012-07-19,33.96072
2012-07-26,33.48364
2012-08-02,34.146
2012-08-09,34.09042
2012-08-21,35.41976
2012-08-23,35.90147
2012-08-30,36.86026
2012-09-06,37.78663
2012-09-13,38.73153
2012-09-20,40.59817
2012-09-27,41.26052
2012-10-04,39.42168
2012-10-11,39.45873
2012-10-18,39.9636
2012-10-24,40.01918
2012-11-01,38.89364
2012-11-08,38.48141
2012-11-14,38.87048
2012-11-22,37.34197
2012-11-29,33.46512
2012-12-06,33.8264
2012-12-13,36.23959
2012-12-20,38.32393
2012-12-27,38.69447
2013-01-03,40.41289
2013-01-10,40.05161
2013-01-17,38.92144
2013-01-23,39.0465
2013-01-31,38.8149
2013-02-07,39.71348
2013-02-14,39.88023
2013-02-21,39.06039
2013-02-28,38.24055
2013-03-07,37.63378
2013-03-14,37.39292
2013-03-21,37.26323
2013-03-28,37.06406
2013-04-04,36.12843
2013-04-11,38.25445
2013-04-18,38.44899
2013-04-24,38.24518
2013-05-02,38.69911
2013-05-09,39.67179
2013-05-16,41.33463
2013-05-23,39.42631
2013-05-30,39.59305
2013-06-06,36.98532
2013-06-13,33.94683
2013-06-20,34.24327
2013-07-04,38.83343
2013-07-11,38.06454
2013-07-18,38.10623
2013-07-25,37.89316
2013-08-01,38.47215
2013-08-14,39.32904
2013-08-22,38.99091
2013-08-29,37.88853
2013-09-05,37.17986
2013-09-12,39.11134
2013-09-19,39.1206
2013-09-26,40.07013
2013-10-03,40.12572
2013-10-10,41.64033
2013-10-13,42.18226
2013-10-24,42.9882
2013-10-31,43.104
2013-11-07,44.58156
2013-11-14,43.72003
2013-11-21,45.30412
2013-11-28,43.78488
2013-12-05,44.75757
2013-12-12,46.31387
2013-12-19,47.3514
2013-12-26,47.93038
2014-01-02,48.12955
2014-01-09,48.12955
2014-01-16,49.25972
2014-01-23,49.78312
2014-01-30,50.93645
2014-02-06,51.65439
2014-02-13,52.59929
2014-02-20,54.39645
2014-02-27,56.01759
2014-03-06,55.15607
2014-03-13,56.06854
2014-03-20,58.58364
2014-03-27,57.81938
2014-04-03,53.30333
2014-04-10,54.82258
2014-04-17,56.66605
2014-04-30,57.24503
2014-05-08,57.4442
2014-05-15,59.89908
2014-05-29,58.19919
2014-06-05,59.63507
2014-06-12,60.9783
2014-06-19,58.94955
2014-06-26,57.94444
2014-06-30,60.74671
2014-07-03,59.47759
2014-07-10,60.56144
2014-07-17,60.9783
2014-07-24,60.74671
2014-07-31,60.9783
2014-08-07,62.68746
2014-08-14,63.83152
2014-08-21,63.83152
2014-08-28,64.04922
2014-09-04,64.81348
2014-09-11,62.76157
2014-09-18,64.62357
2014-09-25,63.78057
2014-10-09,63.75741
2014-10-23,59.2182
2014-10-30,61.48318
2014-11-06,62.8681
2014-11-13,61.85836
2014-11-20,61.99731
2014-11-27,62.6643
2014-12-04,63.50729
2014-12-13,62.18722
2014-12-20,57.70822
2014-12-25,59.39884
2014-12-31,60.74671
2015-01-08,60.09825
2015-01-20,62.15016
2015-01-22,63.66478
2015-01-29,63.48414
2015-02-05,63.74815
2015-02-12,62.31691
2015-02-19,60.74671
2015-02-26,60.05657
2015-03-05,61.23306
2015-03-12,61.12652
2015-03-19,61.20527
2015-03-26,58.53269
2015-04-02,57.99076
2015-04-09,57.55537
2015-04-16,57.55537
2015-04-23,57.22651
2015-04-30,57.08292
2015-05-07,57.62485
2015-05-14,54.86889
2015-05-21,58.12509
2015-05-28,57.56463
2015-06-04,56.81427
2015-06-11,55.81842
2015-06-18,55.88327
2015-06-25,54.91058
