date,nav
2010-02-21,10.0058
2010-02-28,10.0184
2010-03-07,10.0322
2010-03-14,10.0457
2010-03-28,10.073
2010-04-06,10.0908
2010-04-11,10.1012
2010-04-18,10.1145
2010-04-25,10.1295
2010-05-02,10.141
2010-05-09,10.1543
2010-05-16,10.1679
2010-05-23,10.1815
2010-05-30,10.195
2010-06-06,10.2085
2010-06-13,10.223
2010-06-20,10.2367
2010-06-27,10.2497
2010-07-04,10.2633
2010-07-06,10.2673
2010-07-07,10.2693
2010-07-08,10.2712
2010-07-11,10.277
2010-07-12,10.2789
2010-07-13,10.2807
2010-07-15,10.2846
2010-07-18,10.2903
2010-07-19,10.2922
2010-07-20,10.2941
2010-07-21,10.2958
2010-07-22,10.294
2010-07-25,10.3027
2010-07-26,10.3043
2010-08-01,10.3164
2010-08-04,10.322
2010-08-08,10.3297
2010-08-09,10.3316
2010-08-15,10.3439
2010-08-22,10.3581
2010-08-29,10.3718
2010-09-05,10.3854
2010-09-13,10.4071
2010-09-19,10.4144
2010-09-26,10.4312
2010-10-03,10.4457
2010-10-10,10.4594
2010-10-17,10.4741
2010-10-24,10.4917
2010-10-31,10.5075
2010-11-07,10.5215
2010-11-14,10.5346
2010-11-21,10.548
2010-11-28,10.5613
2010-12-05,10.5753
2010-12-12,10.5889
2010-12-19,10.6025
2010-12-26,10.6199
2011-01-02,10.6375
2011-01-10,10.6551
2011-01-16,10.6669
2011-01-23,10.6805
2011-02-10,10.6942
2011-02-13,10.6974
2011-02-20,10.705
2011-02-27,10.7156
2011-03-06,10.7296
2011-03-13,10.7437
2011-03-20,10.7575
2011-03-27,10.7713
2011-04-03,10.7875
2011-04-10,10.8037
2011-04-17,10.82
2011-04-24,10.841
2011-05-01,10.8549
2011-05-08,10.869
2011-05-15,10.8853
2011-05-22,10.9022
2011-05-29,10.9192
2011-06-05,10.9324
2011-06-12,10.9501
2011-06-19,10.9675
2011-06-26,10.9845
2011-07-03,11.0014
2011-07-10,11.0186
2011-07-17,11.0359
2011-07-24,11.0548
2011-07-31,11.0694
2011-08-07,11.0873
2011-08-14,11.1044
2011-08-21,11.1209
2011-09-04,11.1533
2011-09-11,11.1693
2011-09-18,11.1856
2011-09-25,11.2015
2011-10-02,11.2148
2011-10-09,11.2329
2011-10-16,11.2491
2011-10-23,11.2655
2011-10-30,11.2822
2011-11-09,11.3048
2011-11-13,11.314
2011-11-20,11.3303
2011-11-28,11.3495
2011-12-04,11.3641
2011-12-11,11.3813
2011-12-15,11.399
2011-12-25,11.4166
2012-01-01,11.4348
2012-01-08,11.4491
2012-01-15,11.4691
2012-01-21,11.4953
2012-01-29,11.5156
2012-02-05,11.536
2012-02-12,11.5566
2012-02-19,11.5772
2012-02-26,11.5982
2012-03-01,11.6198
2012-03-11,11.642
2012-03-18,11.6645
2012-03-25,11.6869
2012-04-01,11.7136
2012-04-08,11.7413
2012-04-15,11.769
2012-04-22,11.7924
2012-04-29,11.8163
2012-05-06,11.84
2012-05-13,11.8637
2012-05-20,11.8878
2012-05-27,11.9121
2012-06-03,11.9363
2012-06-10,11.9706
2012-06-17,11.9844
2012-06-24,12.0086
2012-07-02,12.0344
2012-07-08,12.0593
2012-07-15,12.0844
2012-07-22,12.1088
2012-07-29,12.1333
2012-08-05,12.1583
2012-08-12,12.184
2012-08-19,12.209
2012-08-26,12.2342
2012-09-02,12.2595
2012-09-09,12.2847
2012-09-16,12.3099
2012-09-23,12.3351
2012-09-30,12.3675
2012-10-07,12.3989
2012-10-14,12.4209
2012-10-21,12.4487
2012-10-28,12.4775
2012-11-04,12.4997
2012-11-11,12.5265
2012-11-18,12.5511
2012-11-25,12.5757
2012-12-02,12.6003
2012-12-09,12.6244
2012-12-16,12.6505
2012-12-23,12.6745
2012-12-30,12.703
2013-01-13,12.7525
2013-01-20,12.779
2013-01-27,12.8039
2013-02-03,12.8289
2013-02-10,12.852
2013-02-17,12.8756
2013-02-24,12.8993
2013-03-03,12.9239
2013-03-10,12.948
2013-03-17,12.972
2013-03-24,12.9966
2013-03-31,13.0213
2013-04-07,13.045
2013-04-14,13.0688
2013-04-21,13.0924
2013-04-28,13.1161
2013-05-05,13.1467
2013-05-12,13.164
2013-05-19,13.1884
2013-05-26,13.2122
2013-06-02,13.2357
2013-06-09,13.26
2013-06-16,13.2845
2013-06-23,13.3085
2013-07-07,13.3576
2013-07-14,13.3821
2013-07-21,13.4076
2013-07-28,13.4317
2013-08-04,13.4565
2013-08-12,13.4854
2013-08-18,13.5076
2013-08-25,13.5324
2013-09-01,13.5571
2013-09-08,13.5816
2013-09-15,13.6094
2013-09-22,13.6336
2013-09-29,13.6572
2013-10-07,13.6844
2013-10-13,13.704
2013-10-20,13.7261
2013-10-27,13.7491
2013-11-03,13.7714
2013-11-10,13.7932
2013-11-17,13.815
2013-11-24,13.8363
2013-12-01,13.8577
2013-12-08,13.88
2013-12-15,13.9024
2013-12-22,13.925
2013-12-29,13.948
2014-01-05,13.9699
2014-01-19,14.0147
2014-01-26,14.0364
2014-02-02,14.0585
2014-02-09,14.0799
2014-02-16,14.1014
2014-02-23,14.1229
2014-03-02,14.1443
2014-03-09,14.1662
2014-03-16,14.1877
2014-03-23,14.2092
2014-03-30,14.2307
2014-04-06,14.2521
2014-04-13,14.2735
2014-04-20,14.3006
2014-05-04,14.3374
2014-05-11,14.3587
2014-05-25,14.4011
2014-06-01,14.4225
2014-06-08,14.4464
2014-06-15,14.4645
2014-06-22,14.4856
2014-06-29,14.5068
2014-07-06,14.5279
2014-07-13,14.5493
2014-07-20,14.5708
2014-07-27,14.5928
2014-08-03,14.6146
2014-08-10,14.6364
2014-08-17,14.658
2014-08-24,14.6799
2014-08-31,14.7017
2014-09-07,14.7234
2014-09-14,14.745
2014-09-21,14.7671
2014-09-28,14.7892
2014-10-12,14.8337
2014-10-19,14.8563
2014-10-26,14.879
2014-11-02,14.902
2014-11-09,14.9245
2014-11-16,14.9473
2014-11-23,14.9704
2014-11-30,14.9935
2014-12-07,15.0166
2014-12-14,15.04
2014-12-21,15.0634
2014-12-28,15.0871
2015-01-04,15.1108
2015-01-11,15.1344
2015-01-18,15.158
2015-01-25,15.1851
2015-02-01,15.2056
2015-02-08,15.2294
2015-02-15,15.253
2015-02-22,15.2763
2015-03-01,15.2995
2015-03-08,15.3233
2015-03-15,15.3472
2015-03-18,15.3539
2015-03-22,15.3709
2015-03-29,15.3949
2015-04-05,15.419
2015-04-12,15.4498
2015-04-19,15.4913
2015-05-03,15.5153
2015-05-10,15.5394
2015-05-17,15.5636
2015-05-24,15.5878
2015-05-31,15.6118
2015-06-07,15.6358
2015-06-14,15.6598
2015-06-21,15.684
2015-06-28,15.7082
2015-07-05,15.7326
2015-07-12,15.7572
2015-07-21,15.7885
2015-07-26,15.806
2015-08-02,15.8305
2015-08-09,15.8552
2015-08-13,15.8798
2015-08-16,15.8798
2015-08-23,15.9047
2015-08-30,15.9295
2015-09-06,15.9544
2015-09-13,15.9794
2015-09-20,16.0046
2015-09-28,16.0333
2015-10-04,16.0552
2015-10-11,16.0804
2015-10-18,16.1057
2015-10-25,16.1311
2015-10-26,16.1383
2015-10-27,16.1311
2015-11-01,16.1564
2015-11-08,16.1818
2015-11-15,16.207
2015-11-22,16.2324
2015-11-29,16.2577
2015-12-06,16.2833
2015-12-13,16.3088
2015-12-20,16.3344
2015-12-27,16.3598
2016-01-03,16.3854
2016-01-10,16.4108
2016-01-17,16.4364
2016-01-24,16.462
2016-01-31,16.4877
2016-02-07,16.5135
2016-02-14,16.5393
2016-02-21,16.5653
2016-02-28,16.5918
2016-03-06,16.6177
2016-03-13,16.6438
2016-03-20,16.67
2016-03-27,16.6966
2016-04-03,16.7237
2016-04-10,16.5711
2016-04-17,16.7787
2016-04-24,16.8073
2016-05-03,16.845
2016-05-08,16.8666
2016-05-15,16.8964
2016-05-22,16.9263
2016-05-29,16.9562
2016-06-05,16.9863
2016-06-12,17.0166
2016-06-19,17.047
2016-06-26,17.0774
2016-07-03,17.1074
2016-07-10,17.11377
2016-07-17,17.1678
2016-07-24,17.1985
2016-07-31,17.2298
2016-08-07,17.2612
2016-08-14,17.2925
2016-08-21,17.3241
2016-08-28,17.3607
2016-09-04,17.3884
2016-09-05,17.3931
2016-09-06,17.3977
2016-09-07,17.4023
2016-09-08,17.4069
2016-09-14,17.4346
2016-09-15,17.453
2016-09-20,17.4671
2016-09-25,17.4856
2016-09-26,17.4902
2016-09-27,17.4948
2016-09-28,17.4996
2016-09-29,17.5044
2016-10-03,17.523
2016-10-04,17.5276
2016-10-09,17.5507
2016-10-10,17.56
2016-10-11,17.5647
2016-10-12,17.5694
2016-10-13,17.5835
2016-10-16,17.5883
2016-10-18,17.5977
2016-10-19,17.6025
2016-10-20,17.6168
2016-10-30,17.6511
2016-10-31,17.6609
2016-11-06,17.6848
2016-11-07,17.6895
2016-11-08,17.6943
2016-11-10,17.7037
2016-11-13,17.7178
2016-11-16,17.7369
2016-11-20,17.7512
2016-11-23,17.7657
2016-11-27,17.7861
2016-11-28,17.7958
2016-12-04,17.8218
2016-12-05,17.7958
2016-12-11,17.8649
2016-12-12,17.2925
2016-12-13,17.8761
2016-12-14,17.8819
2016-12-18,17.8992
2016-12-19,17.9056
2016-12-20,17.9113
2016-12-21,17.9175
2016-12-22,17.9235
2016-12-25,17.9418
2016-12-26,17.9479
2016-12-27,17.9541
2016-12-28,17.9602
2017-01-01,17.99
2017-01-02,17.9961
2017-01-03,18.0023
2017-01-04,18.0084
2017-01-05,18.0269
2017-01-09,18.0393
2017-01-10,18.0456
2017-01-11,18.0518
2017-01-12,18.0707
2017-01-15,18.077
2017-01-16,18.0833
2017-01-19,18.1155
2017-01-23,18.1219
2017-01-25,18.1417
2017-01-26,18.1617
2017-02-01,18.1885
2017-02-02,18.2086
2017-02-08,18.2354
2017-02-09,18.2557
2017-02-12,18.2624
2017-02-13,18.2692
2017-02-15,18.276
2017-02-16,18.3026
2017-02-22,18.3496
2017-02-26,18.3496
2017-02-27,18.3629
2017-02-28,18.3697
2017-03-05,18.3969
2017-03-06,18.4037
2017-03-08,18.4242
2017-03-09,18.4446
2017-03-13,18.4582
2017-03-15,18.4718
2017-03-16,18.4922
2017-03-20,18.5059
2017-03-22,18.5127
2017-03-23,18.5397
2017-03-26,18.5465
2017-03-27,18.5533
2017-03-28,18.5601
2017-03-29,18.5669
2017-03-30,18.5874
2017-04-02,18.5943
2017-04-03,18.6012
2017-04-04,18.608
2017-04-05,18.6149
2017-04-06,18.6355
2017-04-09,18.6423
2017-04-10,18.6492
2017-04-11,18.656
2017-04-12,18.6628
2017-04-18,18.6967
2017-04-20,18.7308
2017-04-23,18.7376
2017-04-24,18.7512
2017-04-26,18.758
2017-04-27,18.7786
2017-05-02,18.7994
2017-05-03,18.8062
2017-05-04,18.8336
2017-05-08,18.8405
2017-05-09,18.8474
2017-05-10,18.8542
2017-05-11,18.8748
2017-05-14,18.8817
2017-05-15,18.8886
2017-05-16,18.8954
2017-05-17,18.9023
2017-05-18,18.923
2017-05-22,18.9372
2017-05-25,18.9715
2017-05-28,18.9784
2017-05-29,19.02
2017-06-06,19.0409
2017-06-07,19.0479
2017-06-11,19.0692
2017-06-12,19.0763
2017-06-13,19.0833
2017-06-14,19.0904
2017-06-15,19.0978
2017-06-17,19.1191
2017-06-18,19.1262
2017-06-20,19.1473
2017-06-22,19.1897
2017-06-28,19.2195
2017-07-02,19.2265
2017-07-03,19.2336
2017-07-05,19.2406
2017-07-06,19.2689
2017-07-10,19.283
2017-07-11,19.2901
2017-07-12,19.2972
2017-07-13,19.3184
2017-07-16,19.3255
2017-07-17,19.3326
2017-07-18,19.3397
2017-07-19,19.3468
2017-07-20,19.3754
2017-07-24,19.3826
2017-07-25,19.3897
2017-07-26,19.3969
2017-07-27,19.4184
2017-07-30,19.4256
2017-07-31,19.4327
2017-08-02,19.4471
2017-08-03,19.4685
2017-08-06,19.4757
2017-08-07,19.4829
2017-08-09,19.49
2017-08-10,19.5188
2017-08-13,19.5259
2017-08-17,19.5695
2017-08-20,19.5768
2017-08-21,19.5841
2017-08-25,19.6206
2017-08-27,19.6279
2017-08-28,19.6352
2017-08-30,19.6865
2017-09-07,19.7231
2017-09-10,19.7305
2017-09-11,19.7378
2017-09-12,19.7453
2017-09-13,19.7529
2017-09-14,19.7754
2017-09-17,19.7829
2017-09-18,19.7904
2017-09-20,19.828
2017-09-24,19.8356
2017-09-25,19.8431
2017-09-26,19.8506
2017-09-27,19.858
2017-09-28,19.8804
2017-10-02,19.8879
2017-10-03,19.9087
2017-10-04,19.939
2017-10-08,19.9466
2017-10-09,19.9542
2017-10-10,19.9619
2017-10-12,19.9923
2017-10-15,20.0
2017-10-16,20.0076
2017-10-17,20.0152
2017-10-19,20.0457
2017-10-20,20.0686
2017-10-25,20.0762
2017-10-26,20.0991
2017-10-29,20.1067
2017-10-30,20.1143
2017-10-31,20.1219
2017-11-01,20.1295
2017-11-02,20.1524
2017-11-05,20.16
2017-11-08,20.1828
2017-11-09,20.2057
2017-11-13,20.2209
2017-11-14,20.2285
2017-11-15,20.2361
2017-11-16,20.2361
2017-11-20,20.2743
2017-11-21,20.2819
2017-11-22,20.2972
2017-11-26,20.3098
2017-11-27,20.3175
2017-11-28,20.3245
2017-11-29,20.3398
2017-11-30,20.3628
2017-12-03,20.3704
2017-12-04,20.3781
2017-12-05,19.8804
2017-12-06,20.3934
2017-12-09,20.4165
2017-12-10,20.4242
2017-12-11,20.4396
2017-12-13,20.4474
2017-12-14,20.4707
2017-12-19,20.4942
2017-12-20,20.5021
2017-12-21,20.5257
2017-12-24,20.5337
2017-12-26,20.5495
2017-12-28,20.5813
2017-12-31,20.5966
2018-01-02,20.6043
2018-01-03,20.6121
2018-01-04,20.6432
2018-01-08,20.6588
2018-01-11,20.6899
2018-01-14,20.6977
2018-01-15,20.7056
2018-01-16,20.7133
2018-01-17,20.7211
2018-01-18,20.7445
2018-01-21,20.7524
2018-01-22,20.7602
2018-01-23,20.768
2018-01-24,20.7993
2018-01-29,20.8149
2018-01-31,20.8305
2018-02-01,20.8542
2018-02-04,20.8621
2018-02-05,20.87
2018-02-06,20.8778
