date,nav
2022-12-04,1.01147
2022-12-05,1.01184
2022-12-06,1.01222
2022-12-07,1.0126
2022-12-10,1.01373
2022-12-11,1.01411
2022-12-12,1.01435
2022-12-13,1.01486
2022-12-14,1.01523
2022-12-17,1.01636
2022-12-18,1.01673
2022-12-19,1.01709
2022-12-20,1.01745
2022-12-21,1.01782
2022-12-24,1.0189
2022-12-25,1.01927
2022-12-26,1.01964
2022-12-27,1.02
2022-12-28,1.02037
2022-12-31,1.02147
2023-01-01,1.02184
2023-01-02,1.0222
2023-01-03,1.02257
2023-01-04,1.02294
2023-01-08,1.02441
2023-01-09,1.02478
2023-01-10,1.02516
2023-01-11,1.02553
2023-01-14,1.02667
2023-01-15,1.02704
2023-01-16,1.02742
2023-01-17,1.0278
2023-01-18,1.02818
2023-01-21,1.02934
2023-01-22,1.02989
2023-01-23,1.03011
2023-01-24,1.0305
2023-01-28,1.03207
2023-01-29,1.03246
2023-01-30,1.03286
2023-01-31,1.03325
2023-02-01,1.03365
2023-02-04,1.03483
2023-02-05,1.03523
2023-02-06,1.03562
2023-02-07,1.03601
2023-02-08,1.03641
2023-02-11,1.03759
2023-02-12,1.03798
2023-02-13,1.03837
2023-02-14,1.03877
2023-02-15,1.03916
2023-02-18,1.04033
2023-02-19,1.04072
2023-02-20,1.04112
2023-02-21,1.04152
2023-02-22,1.04312
2023-02-26,1.04352
2023-02-27,1.04392
2023-02-28,1.04433
2023-03-01,1.04473
2023-03-04,1.04595
2023-03-05,1.04635
2023-03-06,1.04676
2023-03-07,1.04716
2023-03-08,1.04757
2023-03-11,1.04879
2023-03-12,1.04923
2023-03-13,1.04964
2023-03-14,1.05004
2023-03-19,1.05204
2023-03-20,1.05244
2023-03-21,1.05285
2023-03-22,1.05325
2023-03-25,1.05445
2023-03-26,1.05485
2023-03-27,1.05526
2023-03-28,1.05566
2023-03-29,1.05606
2023-04-01,1.05726
2023-04-02,1.05767
2023-04-03,1.05807
2023-04-04,1.05848
2023-04-05,1.05891
2023-04-08,1.0602
2023-04-09,1.06063
2023-04-10,1.06106
2023-04-11,1.06151
2023-04-12,1.06329
2023-04-17,1.06464
2023-04-25,1.06783
2023-04-26,1.0683
2023-04-29,1.06969
2023-04-30,1.07015
2023-05-01,1.07062
2023-05-02,1.0711
2023-05-06,1.073
2023-05-07,1.07348
2023-05-08,1.07396
2023-05-09,1.07445
2023-05-10,1.07493
2023-05-12,1.07588
2023-05-14,1.07684
2023-05-15,1.07731
2023-05-16,1.07778
2023-05-20,1.0797
2023-05-21,1.08017
2023-05-22,1.08066
2023-05-23,1.08116
2023-05-24,1.08165
2023-05-27,1.08314
2023-05-28,1.08364
2023-05-29,1.08413
2023-05-30,1.08464
2023-05-31,1.08514
2023-06-03,1.08665
2023-06-04,1.08714
2023-06-05,1.08763
2023-06-06,1.08812
2023-06-07,1.08861
2023-06-10,1.09007
2023-06-11,1.09061
2023-06-12,1.09105
2023-06-13,1.09154
2023-06-14,1.09203
2023-06-17,1.09351
2023-06-18,1.094
2023-06-19,1.09449
2023-06-20,1.09498
2023-06-21,1.09548
2023-06-25,1.09744
2023-07-03,1.09931
2023-07-04,1.10171
2023-07-05,1.1022
2023-07-08,1.10365
2023-07-09,1.10437
2023-07-10,1.10501
2023-07-11,1.10552
2023-07-12,1.10603
2023-07-15,1.10755
2023-07-16,1.10808
2023-07-17,1.1086
2023-07-18,1.10911
2023-07-23,1.11167
2023-07-27,1.11465
2023-08-03,1.11822
2023-08-10,1.12186
2023-08-17,1.12549
2023-08-24,1.12919
2023-08-31,1.13294
2023-11-04,1.16759
2023-11-11,1.17151
2023-11-18,1.17546
2023-11-23,1.17938
2023-11-30,1.18334
2023-12-07,1.18732
2023-12-14,1.19151
2023-12-31,1.20056
2024-01-15,1.20841
2024-03-17,1.24942
2024-03-18,1.2501
2024-03-19,1.25081
2024-03-20,1.25152
2024-03-23,1.25362
2024-03-24,1.25431
2024-03-25,1.25501
2024-03-26,1.25585
2024-03-27,1.25654
2024-03-30,1.25864
2024-03-31,1.25934
2024-04-01,1.26004
2024-04-02,1.26074
2024-04-03,1.26145
2024-04-06,1.26357
2024-04-07,1.26427
2024-04-14,1.26919
2024-04-16,1.27066
2024-04-20,1.27346
2024-04-21,1.27417
2024-04-22,1.27487
2024-04-23,1.27559
2024-04-27,1.27853
2024-04-28,1.27922
2024-04-29,1.27992
2024-04-30,1.28062
2024-05-01,1.28133
2024-05-06,1.28487
2024-05-07,1.28558
2024-05-08,1.28628
2024-05-11,1.28839
2024-05-12,1.2891
2024-05-13,1.2898
2024-05-14,1.29051
2024-05-15,1.29122
2024-05-18,1.29336
2024-05-19,1.29407
2024-05-20,1.29478
2024-05-21,1.29549
2024-05-22,1.2962
2024-05-25,1.2984
2024-05-26,1.29911
2024-05-27,1.29982
2024-05-29,1.30124
2024-06-01,1.30337
2024-06-02,1.30408
2024-06-03,1.30478
2024-06-04,1.30549
2024-06-05,1.30619
2024-06-08,1.30831
2024-06-09,1.30902
2024-06-10,1.30972
2024-06-11,1.31043
2024-06-12,1.31113
2024-06-22,1.3182
2024-06-23,1.31891
