date,nav
2011-09-08,8.21578
2011-09-15,8.21578
2011-09-22,8.20763
2011-09-29,8.17503
2011-10-05,8.14242
2011-10-13,8.24023
2011-10-20,8.32174
2011-10-27,8.35434
2011-11-03,8.37879
2011-11-10,8.37064
2011-11-17,8.27283
2011-11-24,8.11797
2011-12-01,8.31358
2011-12-08,8.26468
2011-12-15,8.23208
2011-12-22,7.85715
2011-12-29,7.84085
2012-01-05,7.82455
2012-01-12,8.02016
2012-01-19,8.14242
2012-01-26,8.70481
2012-02-02,8.94118
2012-02-09,9.1694
2012-02-16,9.77254
2012-02-23,10.00891
2012-03-01,10.26972
2012-03-08,10.40828
2012-03-15,10.05781
2012-03-22,10.06596
2012-03-29,9.84589
2012-04-05,9.55247
2012-04-12,9.44652
2012-04-19,9.43022
2012-04-26,9.83774
2012-05-03,9.73179
2012-05-10,10.00891
2012-05-17,9.74809
2012-05-24,9.90295
2012-05-31,9.50357
2012-06-07,9.2835
2012-06-14,9.25905
2012-06-21,8.72111
2012-06-28,9.78069
2012-07-05,10.18007
2012-07-12,9.9111
2012-07-19,9.9763
2012-07-26,9.82144
2012-08-02,10.08226
2012-08-09,10.13116
2012-08-16,10.48979
2012-08-23,10.62835
2012-08-30,10.92177
2012-09-06,11.4271
2012-09-13,11.60642
2012-09-20,11.94874
2012-09-27,12.071
2012-10-04,11.67977
2012-10-11,11.79388
2012-10-18,11.94874
2012-10-24,11.96504
2012-11-01,11.72053
2012-11-08,11.70422
2012-11-14,11.75313
2012-11-22,11.46786
2012-11-29,10.62835
2012-12-06,10.6202
2012-12-13,11.06033
2012-12-20,11.43525
2012-12-27,11.3945
2013-01-03,11.88354
2013-01-10,11.84278
2013-01-16,11.88354
2013-01-17,11.64717
2013-01-23,11.67977
2013-01-31,11.57381
2013-02-07,11.74498
2013-02-14,11.81018
2013-02-20,11.81018
2013-02-21,11.63902
2013-02-28,11.45156
2013-03-07,11.3782
2013-03-14,11.22334
2013-03-21,11.14998
2013-03-28,11.10108
2013-04-04,10.93807
2013-04-11,11.3782
2013-04-18,11.43525
2013-04-24,11.37005
2013-05-02,11.44341
2013-05-09,11.65532
2013-05-16,11.73683
2013-05-23,11.62272
2013-05-30,11.66347
2013-06-06,11.10923
2013-06-13,10.31048
2013-06-20,10.30232
2013-06-25,11.71237
2013-06-27,10.37568
2013-07-04,11.58197
