date,nav
2022-11-28,119.2711
2022-11-29,119.304
2022-11-30,119.3362
2022-12-04,119.4063
2022-12-05,119.4405
2022-12-06,119.4761
2022-12-07,119.5118
2022-12-11,119.6548
2022-12-13,119.6852
2022-12-14,119.7234
2022-12-17,119.8378
2022-12-18,119.876
2022-12-19,119.9142
2022-12-20,119.9521
2022-12-21,119.9891
2022-12-24,120.096
2022-12-25,120.1318
2022-12-26,120.1679
2022-12-27,120.2038
2022-12-28,120.2401
2023-01-02,120.6004
2023-01-03,120.6385
2023-01-04,120.6771
2023-01-08,120.8294
2023-01-09,120.8673
2023-01-10,120.9058
2023-01-11,120.9058
2023-01-14,121.0665
2023-01-15,121.1046
2023-01-16,121.1421
2023-01-17,121.1916
2023-01-18,121.2326
2023-01-21,121.3088
2023-01-22,121.3497
2023-01-23,121.3906
2023-01-24,121.4339
2023-01-28,121.6037
2023-01-29,121.6451
2023-01-30,121.672
2023-01-31,121.682
2023-02-01,121.7253
2023-02-04,121.8585
2023-02-05,121.9018
2023-02-06,121.9453
2023-02-07,121.9959
2023-02-08,122.0394
2023-02-11,122.1724
2023-02-12,122.2158
2023-02-13,122.259
2023-02-14,122.3083
2023-02-15,122.3518
2023-02-18,122.485
2023-02-19,122.5286
2023-02-20,122.5722
2023-02-21,122.6158
2023-02-22,122.6594
2023-02-25,122.7934
2023-02-26,122.8369
2023-02-27,122.8806
2023-02-28,122.9239
2023-03-01,122.9671
2023-03-04,123.1012
2023-03-05,123.1403
2023-03-06,123.1841
2023-03-07,123.2281
2023-03-08,123.2719
2023-03-11,123.4059
2023-03-12,123.448
2023-03-13,123.491
2023-03-14,123.5344
2023-03-15,123.5777
2023-03-18,123.7119
2023-03-19,123.7552
2023-03-20,123.7989
2023-03-21,123.8423
2023-03-22,123.8857
2023-03-25,124.0202
2023-03-26,124.063
2023-03-27,124.1064
2023-03-28,124.1499
2023-03-29,124.1933
2023-04-01,124.3277
2023-04-02,124.3711
2023-04-03,124.4145
2023-04-04,124.4578
2023-04-05,124.5011
2023-04-06,124.6369
2023-04-09,124.6806
2023-04-10,124.7241
2023-04-11,124.768
2023-04-12,124.8114
2023-04-17,125.0356
2023-04-18,125.0793
2023-04-25,125.3902
2023-04-26,125.4339
2023-04-29,125.5701
2023-04-30,125.6143
2023-05-01,125.6593
2023-05-02,125.7033
2023-05-06,125.8812
2023-05-07,125.9257
2023-05-08,125.9689
2023-05-09,126.0191
2023-05-10,126.0633
2023-05-13,126.2002
2023-05-14,126.245
2023-05-15,126.2894
2023-05-16,126.3339
2023-05-17,126.3784
2023-05-20,126.5131
2023-05-21,126.5575
2023-05-22,126.6019
2023-05-23,126.6467
2023-05-24,126.6911
2023-05-27,126.8301
2023-05-28,126.8745
2023-05-29,126.9193
2023-05-30,126.9637
2023-05-31,127.0085
2023-06-03,127.1426
2023-06-04,127.1873
2023-06-05,127.2321
2023-06-06,127.2775
2023-06-07,127.3233
2023-06-10,127.4601
2023-06-12,127.5514
2023-06-13,127.5972
2023-06-14,127.6427
2023-06-17,127.7801
2023-06-18,127.8255
2023-06-19,127.8707
2023-06-20,127.9165
2023-06-21,127.9623
2023-06-24,128.0964
2023-06-25,128.1404
2023-07-04,127.9912
2023-07-05,128.0373
2023-07-08,128.1756
2023-07-09,128.2218
2023-07-10,128.2679
2023-07-11,128.3142
2023-07-12,128.3604
2023-07-15,128.4999
2023-07-16,128.5463
2023-07-17,128.5928
2023-07-18,128.6405
2023-07-23,128.4344
2023-07-24,128.4837
2023-07-25,128.5327
2023-07-26,128.5825
2023-07-29,128.7312
2023-07-30,128.7809
2023-07-31,128.8309
2023-08-01,128.8804
2023-08-02,128.9302
2023-08-05,129.0592
2023-08-06,129.1083
2023-08-07,129.1583
2023-08-08,129.2079
2023-08-12,129.4068
2023-08-13,129.4564
2023-08-14,129.506
2023-08-15,129.556
2023-08-16,129.606
2023-08-19,129.7556
2023-08-20,129.8056
2023-08-21,129.8555
2023-08-22,129.9067
2023-08-23,129.9576
2023-08-26,130.1106
2023-08-27,130.1614
2023-08-28,130.2123
2023-08-29,130.2632
2023-08-30,130.3141
2023-09-03,130.5171
2023-09-05,130.5675
2023-09-06,130.6697
2023-09-09,130.8227
2023-09-10,130.8737
2023-09-11,130.9232
2023-09-12,130.9768
2023-09-13,131.0265
2023-09-16,131.1758
2023-09-17,131.225
2023-09-18,131.2746
2023-09-20,131.3743
2023-09-21,131.5235
2023-09-24,131.5735
2023-09-25,131.6232
2023-09-26,131.6727
2023-09-30,131.8719
2023-10-01,131.9217
2023-10-02,131.9715
2023-10-03,132.0205
2023-10-07,132.2201
2023-10-08,132.2692
2023-10-09,132.3196
2023-10-10,132.3744
2023-10-11,132.4224
2023-10-14,132.5696
2023-10-15,132.6205
2023-10-16,132.6709
2023-10-17,132.7222
2023-10-18,132.7736
2023-10-21,132.9277
2023-10-22,132.9791
2023-10-23,133.0305
2023-10-24,133.0815
2023-10-25,133.1326
2023-10-28,133.286
2023-10-29,133.3369
2023-10-30,133.3879
2023-10-31,133.4387
2023-11-01,133.4896
2023-11-04,133.6427
2023-11-05,133.6957
2023-11-06,133.7478
2023-11-07,133.8009
2023-11-08,133.854
2023-11-11,134.0136
2023-11-12,134.0654
2023-11-13,134.1184
2023-11-14,134.1724
2023-11-15,134.2261
2023-11-18,134.3874
2023-11-19,134.4409
2023-11-20,134.4948
2023-11-21,134.5482
2023-11-22,134.602
2023-11-25,134.7654
2023-11-26,134.8201
2023-11-27,134.8748
2023-11-28,134.9292
2023-11-29,134.9839
2023-11-30,135.1477
2023-12-03,135.2011
2023-12-04,135.2538
2023-12-05,135.2999
2023-12-06,135.3463
2023-12-09,135.5039
2023-12-10,135.5563
2023-12-11,135.6091
2023-12-12,135.6616
2023-12-13,135.7146
2023-12-16,135.9267
2023-12-18,135.9797
2023-12-19,136.0327
2023-12-20,136.0856
2023-12-23,136.2447
2023-12-24,136.2976
2023-12-25,136.3505
2023-12-26,136.4033
2023-12-27,136.4561
2023-12-30,136.6147
2024-01-01,133.8068
2024-01-02,133.856
2024-01-03,133.9139
2024-01-07,134.1292
2024-01-08,134.182
2024-01-09,134.2299
2024-01-13,134.4441
2024-01-15,134.5519
2024-01-16,134.6162
2024-01-17,134.6703
2024-01-20,134.8368
2024-01-21,134.8925
2024-01-22,134.9482
2024-01-23,135.0041
2024-01-27,135.2285
2024-01-28,135.2846
2024-01-29,135.3407
2024-01-30,135.3968
2024-02-03,135.6209
2024-02-04,135.677
2024-02-05,135.7331
2024-02-06,135.7893
2024-02-07,135.8452
2024-02-10,136.0052
2024-02-11,136.0616
2024-02-12,136.1179
2024-02-13,136.1711
2024-02-14,136.2278
2024-02-17,136.398
2024-02-18,136.4547
2024-02-19,136.5114
2024-02-20,136.5681
2024-02-21,136.6248
2024-02-24,136.795
2024-02-25,136.8517
2024-02-26,136.9084
2024-02-27,136.9651
2024-02-28,137.0218
2024-03-02,137.1885
2024-03-03,137.2437
2024-03-04,137.3004
2024-03-05,137.3571
2024-03-06,137.4138
2024-03-09,137.5847
2024-03-10,137.6415
2024-03-11,137.6979
2024-03-12,137.7545
2024-03-13,137.811
2024-03-16,137.9831
2024-03-17,138.097
2024-03-19,138.1543
2024-03-20,138.2117
2024-03-23,138.3837
2024-03-24,138.4411
2024-03-25,138.4984
2024-03-26,138.5557
2024-03-27,138.6131
2024-03-30,138.7851
2024-03-31,138.8413
2024-04-01,138.8995
2024-04-02,138.9494
2024-04-03,139.008
2024-04-06,139.1838
2024-04-07,139.2421
2024-04-14,139.6504
2024-04-16,139.7664
2024-04-17,139.8263
2024-04-20,140.0077
2024-04-21,140.0681
2024-04-22,140.1285
2024-04-23,140.188
2024-04-27,140.4305
2024-04-28,140.4912
2024-04-29,140.5518
2024-04-30,140.6124
2024-05-01,140.6815
2024-05-06,140.9861
2024-05-07,141.0471
2024-05-08,141.108
2024-05-11,141.2908
2024-05-12,141.3517
2024-05-13,141.4124
2024-05-14,141.4719
2024-05-15,141.5333
2024-05-18,141.7179
2024-05-19,141.7793
2024-05-20,141.8406
2024-05-21,141.9021
2024-05-22,141.9636
2024-05-25,142.1478
2024-05-26,142.2092
2024-05-27,142.2706
2024-05-28,142.3319
2024-05-29,142.3932
2024-06-01,142.5752
2024-06-02,142.6347
2024-06-03,142.6976
2024-06-04,142.7587
2024-06-05,142.82
2024-06-08,143.0118
2024-06-09,143.0736
2024-06-10,143.1346
2024-06-11,143.1968
2024-06-12,143.2591
2024-06-22,143.8824
2024-06-23,143.9424
2024-06-24,144.003
2024-06-25,144.0645
2024-06-30,144.3763
2024-07-01,144.4393
2024-07-02,144.5044
2024-07-03,144.567
2024-07-06,144.7556
2024-07-07,144.8184
2024-07-08,144.8809
2024-07-09,144.9435
2024-07-13,145.1944
2024-07-14,145.2562
2024-07-15,145.3204
2024-07-16,145.3854
2024-07-17,145.4504
2024-07-20,145.7748
2024-07-22,145.7748
2024-07-23,145.8395
2024-07-24,146.0992
2024-07-28,146.1641
2024-07-29,146.2291
2024-07-30,146.2936
2024-07-31,146.3576
2024-08-03,146.551
2024-08-04,146.6155
2024-08-06,146.7448
2024-08-07,146.8096
2024-08-10,147.0144
2024-08-11,147.0818
2024-08-12,147.1495
2024-08-13,147.2171
2024-08-14,147.2866
2024-08-17,147.4943
2024-08-18,147.5635
2024-08-19,147.6328
2024-08-20,147.7021
2024-08-21,147.7712
2024-08-22,147.9788
2024-08-25,148.0416
2024-08-26,148.1019
2024-08-27,148.1726
2024-08-28,148.2502
2024-08-31,148.4683
2024-09-01,148.5395
2024-09-02,148.6093
2024-09-03,148.6828
2024-09-04,148.7539
2024-09-07,148.9751
2024-09-08,149.0482
2024-09-09,149.1199
2024-09-10,149.1934
2024-09-11,149.2643
2024-09-15,149.5642
2024-09-16,149.6308
2024-09-17,149.7016
2024-09-21,150.0057
2024-09-22,150.0749
2024-09-23,150.1566
2024-09-24,150.2328
2024-09-25,150.309
2024-09-28,150.5373
2024-09-29,150.6133
2024-09-30,150.6896
2024-10-01,150.7655
2024-10-02,150.8449
2024-10-06,151.151
2024-10-07,151.2275
2024-10-08,151.3031
2024-10-09,151.3796
2024-10-12,151.6091
2024-10-13,151.6856
2024-10-14,151.7621
2024-10-15,151.8384
2024-10-16,151.9152
2024-10-19,152.1457
2024-10-20,152.2225
2024-10-21,152.2993
2024-10-22,152.3762
2024-10-23,152.453
2024-10-26,152.6835
2024-10-27,152.7603
2024-10-28,152.8372
2024-10-29,152.9129
2024-10-30,152.9902
2024-11-02,153.2186
2024-11-03,153.2946
2024-11-04,153.3743
2024-11-06,153.528
2024-11-09,153.7532
2024-11-10,153.8272
2024-11-11,153.9027
2024-11-12,154.0039
2024-11-13,154.1052
2024-11-16,154.4093
2024-11-17,154.511
2024-11-18,154.6128
2024-11-19,154.7145
2024-11-20,154.8163
2024-11-23,155.1217
2024-11-24,155.2238
2024-11-25,155.3259
2024-11-26,155.4281
2024-11-27,155.5304
2024-11-30,155.8372
2024-12-01,155.9397
2024-12-02,156.0423
2024-12-03,156.1449
2024-12-04,156.2478
2024-12-07,156.5566
2024-12-08,156.6598
2024-12-09,156.7628
2024-12-10,156.8659
2024-12-11,156.9691
2024-12-14,157.2788
2024-12-15,157.3822
2024-12-16,157.4857
2024-12-17,157.5893
2024-12-18,157.6929
2024-12-21,158.0041
2024-12-22,158.1081
2024-12-23,158.2121
2024-12-24,158.3162
2024-12-25,158.4204
2024-12-28,158.7329
2024-12-29,158.8373
2024-12-30,158.9418
2025-01-01,159.1162
2025-01-04,159.4003
2025-01-05,159.4947
2025-01-07,159.6803
2025-01-08,159.7761
2025-01-11,160.0689
2025-01-12,160.1698
2025-01-13,160.2708
2025-01-14,160.3718
2025-01-15,160.4729
2025-01-18,160.7763
2025-01-19,160.8777
2025-01-20,160.9791
2025-01-21,161.0806
2025-01-22,161.1821
2025-01-25,161.4868
2025-01-26,161.5886
2025-01-27,161.6905
2025-01-29,161.8944
2025-02-01,162.2961
2025-02-03,162.3984
2025-02-04,162.5008
2025-02-05,162.6032
2025-02-08,162.9106
2025-02-09,163.0133
2025-02-10,163.1161
2025-02-11,163.2189
2025-02-12,163.3218
2025-02-15,163.6305
2025-02-16,163.7336
2025-02-17,163.8368
2025-02-18,163.9401
2025-02-19,164.0434
2025-02-22,164.3535
2025-02-23,164.4571
2025-02-24,164.5608
2025-02-25,164.6645
2025-02-26,164.7683
2025-03-01,165.0801
2025-03-02,165.1842
2025-03-03,165.2883
2025-03-04,165.3925
2025-03-05,165.4967
2025-03-09,165.9044
2025-03-10,166.0008
2025-03-11,166.1023
2025-03-12,166.2049
2025-03-15,166.5127
2025-03-16,166.6153
2025-03-17,166.7179
2025-03-18,166.819
2025-03-19,166.92
2025-03-22,167.2233
2025-03-23,167.3244
2025-03-24,167.4242
2025-03-25,167.5253
2025-03-26,167.6261
2025-04-02,168.3333
2025-04-03,168.6361
2025-04-06,168.7366
2025-04-07,168.8373
2025-04-08,168.9402
2025-04-09,169.0437
2025-04-12,169.3539
2025-04-13,169.4573
2025-04-14,169.5595
2025-04-15,169.6634
2025-04-16,169.7659
2025-04-21,170.2836
2025-04-22,170.386
2025-04-26,170.7957
2025-04-27,170.8981
2025-04-28,171.0005
2025-04-29,171.1034
2025-05-03,171.5134
2025-05-04,171.6049
2025-05-05,171.6887
2025-05-06,171.7919
2025-05-07,171.8956
2025-05-10,172.2053
